#NAME	SRR3931522	SRR3931523	SRR3931524	SRR3931525	SRR3931526	SRR3931527	SRR3931528	SRR3931529	SRR3931530	SRR3931531	SRR3931532	SRR3931533	SRR3931534	SRR3931535	SRR3931536	SRR3931537	SRR3931538	SRR3931539	SRR3931540	SRR3931541	SRR3931542	SRR3931543	SRR3931544	SRR3931545	SRR3931546	SRR3931547	SRR3931548	SRR3931549	SRR3931550	SRR3931551	SRR3931552	SRR3931553	SRR3931554	SRR3931555	SRR3931556	SRR3931557	SRR3931558	SRR7500378	SRR7500379	SRR7500380	SRR7500381	SRR7500382	SRR7500383	SRR7500384	SRR7500385	SRR7500386	SRR7500387	SRR7500388	SRR7500389	SRR7500390	SRR7500391	SRR7500392	SRR7500393	SRR7500394	SRR7500395	SRR7500396	SRR7500397	SRR7500398	SRR7500399	SRR7500400	SRR7500401	SRR7500402	SRR7500403	SRR7500404	SRR7500405	SRR7500406	SRR7500407	SRR7500408	SRR7500409	SRR7500410	SRR7500411	SRR7500412	SRR7500413	SRR7500414	SRR7500415	SRR7500416	SRR7500417	SRR7500418	SRR7500419	SRR7500420	SRR7500421	SRR7500422	SRR7500423	SRR7500424	SRR7500425	SRR7500426	SRR7500427	SRR7500428	SRR7500429	SRR7500430	SRR7500431	SRR7500432	SRR7500433	SRR7500434	SRR7500435	SRR7500436	SRR7500437	SRR7500438	SRR7500439	SRR7500440	SRR7500441	SRR7500442	SRR7500443	SRR7500444	SRR7500445	SRR7500446	SRR7500447	SRR7500448	SRR7500449	SRR7500450	SRR7500451	SRR7500452	SRR7500453	SRR7500454	SRR7500455	SRR7500456	SRR7500457	SRR7500458	SRR7500459	SRR7500460	SRR7500461	SRR7500462	SRR7500463	SRR7500464	SRR7908909	SRR7908910	SRR7908911	SRR7908912	SRR7908913	SRR7908914	SRR7908915	SRR7908916	SRR7908917	SRR7908918	SRR7908919	SRR7908920	SRR7908921	SRR7908922	SRR7908923	SRR7908924	SRR7908925	SRR7908926	SRR7908927	SRR7908928	SRR7908929	SRR7908930	SRR7908931	SRR7908932	SRR7908933	SRR7908934	SRR7908935	SRR7908936	SRR7908937	SRR7908938	SRR7908939	SRR7908940	SRR7908941	SRR7908942	SRR7908943	SRR7908944	SRR7908945	SRR7908946	SRR7908947	SRR7908948	SRR7908949	SRR7908950	SRR7908951	SRR7908952	SRR7908953	SRR7908954	SRR7908955	SRR7908956	SRR7908957	SRR7908958	SRR7908959	SRR7908960	SRR7908961	SRR7908962	SRR7908963	SRR7908964	SRR7908965	SRR7908966	SRR7908967	SRR7908968	SRR7908969	SRR7908970	SRR7908971	SRR7908972	SRR7908973	SRR7908974	SRR7908975	SRR7908976	SRR7908977	SRR7908978	SRR7908979	SRR7908980	SRR7908981	SRR7908982	SRR7908983	SRR7908984	SRR7908985	SRR7908986	SRR7908987	SRR7908988	SRR7908989	SRR7908990	SRR7908991	SRR7908992	SRR9712101	SRR9712102	SRR9712103	SRR9712104	SRR9712105	SRR9712106	SRR9712107	SRR9712108	SRR9712109	SRR9712110	SRR9712111	SRR9712112	SRR9712113	SRR9712114	SRR9712115	SRR9712116	SRR9712117	SRR9712118	SRR9712119	SRR9712120	SRR9712121	SRR9712122	SRR9712123	SRR9712124	SRR9712125	SRR9712126	SRR9712127	SRR9712128	SRR9712129	SRR9712130	SRR9712131	SRR9712132	SRR9712133	SRR9712134	SRR9712135	SRR9712136	SRR9712137	SRR9712138	SRR9712139	SRR9712140	SRR9712141	SRR9712142	SRR9712143	SRR9712144	SRR9712145	SRR9712146	SRR9712147	SRR9712148	SRR9712149	SRR9712150	SRR9712151	SRR9712152	SRR9712153	SRR9712154	SRR9712155	SRR9712156	SRR9712157	SRR9712158	SRR9712159	SRR9712160	SRR9712161	SRR9712162	SRR9712163	SRR9712164	SRR9712165	SRR9712166	SRR9712167	SRR9712168	SRR9712169	SRR9712170	SRR9712171	SRR9712172	SRR9712173	SRR9712174	SRR9712175	SRR9712176	SRR9712177	SRR9712178	SRR9712179	SRR9712180	SRR9712181	SRR9712182	SRR9712183	SRR9712184	SRR9712185	SRR9712186	SRR9712187	SRR9712188	SRR9712189	SRR9712190	SRR9712191	SRR9712192	SRR9712193	SRR9712194	SRR9712195	SRR9712196	SRR9712197	SRR9712198	SRR9712199	SRR9712200	SRR9712201	SRR9712202	SRR9712203	SRR9712204	SRR9712205	SRR9712206	SRR9712207	SRR9712208	SRR9712209	SRR9712210	SRR9712211	SRR9712212	SRR9712213	SRR9712214	SRR9712215	SRR9712216	SRR9712217	SRR9712218	SRR9712219	SRR9712220	SRR9712221	SRR9712222	SRR9712223	SRR9712224	SRR9712225	SRR9712226	SRR9712227	SRR9712228	SRR9712229	SRR9712230	SRR9712231	SRR9712232	SRR9712233	SRR9712234	SRR9712235	SRR9712236	SRR9712237	SRR9712238	SRR9712239	SRR9712240	SRR9712241	SRR9712242	SRR9712243	SRR9712244	SRR9712245	SRR9712246	SRR9712247	SRR9712248	SRR9712249	SRR9712250	SRR9712251	SRR9712252	SRR9712253	SRR9712254	SRR9712255	SRR9712256	SRR9712257	SRR9712258	SRR9712259	SRR9712260
ASV760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	3	1	2	0	0	5	2	5	7	18	0	1	7	1	0	510	6	3	23	0	1	12	12	81	5	0	0	0	0	49	223	4	0	1	1	27	1	1	18	0	33	37	6	0	4	0	1	76	10	9	10	18	42	0	2	13	1	3	0	0	0	22	4	1	0	4	4	1	0	18	6	34	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	190	1	0	0	0	5	2	0	0	322	16	0	0	0	3	0	0	0	546	2	0	1	0	0	0	0	1	0	52	28	17	2	1	5	0	1	0	1	1	0	0	1	0	0	0	8	2	0	0	0	1	0	3	145	2	0	0	4	0	0	0	0	0	1	9	3	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	248	0	10	58	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	82	0	0	52	0	119	112	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	25	2	93	30	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	21	94	0	0	20	69	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	28	0	2	43	15	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	55	0	62	1	0	0	0	1	1	0	24	0	7	6	0	0	0	0	0	0	0	0	0	0
ASV766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	3	0	3	64	0	39	0	0	18	11	18	56	39	94	1	42	0	2	0	1	38	1	1	1	5	2	9	179	1	67	12	42	0	3	17	0	9	0	1	16	1	2	258	2	0	7	1	5	9	0	1	10	2	30	3	5	4	0	5	7	21	1	0	9	0	1	0	6	45	1	6	19	2	1	0	3	1	0	22	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	1	5	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	2	1	0	0	0	0	0	270	0	0	1	4	0	15	0	0	0	0	2	0	527	0	0	7	0	0	0	128	0	0	387	0	0	3	0	0	0	0	0	1	2	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV771	6	70	0	40	6	183	0	79	2	2	42	0	5	341	14	6	0	0	5	3	0	5	283	4	215	0	4	0	0	0	2	3	0	2	3	4	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	13	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	1	346	0	0	13	63	0	0	0	450	0	0	0	0	0	0	1	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	1	1	0	0	0	0	0	1288	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	53	0	0	0	0	0	0	0	0	25	0	0	0	0	3	0	0	0	199	0	0	0	0	1	0	0	0	0	0	0	19	349	0	0	0	0	1	51	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	5	0	1	1	76	0	8	0	0	0	0	0	0	2	0	281	0	7	0	0	0	60	18	1	0	0	0	4	85	1	7	14	1	0	1	9	2	0	32	0	0	0	52	0	1	0	0	0	16	1	20	2	12	1	0	0	0	0	0	181	0	1	2	2	0	0	181	107	1	1	2	2	1	1	0	10	2	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	24	1	9	4	0	0	0	0	0	0	0	0	0	0	0	0	12	2	73	17	0	13	94	1	43	6	0	0	0	0	0	0	0	0	0	0	0	0	2	277	18	13	73	0	0	33	122	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	15	0	0	7	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	1	0	4	0	21	18	15	0	0	0	0	14	0	9	0	0	0	0	0	0	0	8	0	0	41	5	30	62	1	11	0	4	5	31	69	16	0	31	0	0	0	0	0	0	0	0	0	0
ASV782	26	28	41	20	11	40	24	1	3	26	119	68	59	6	15	8	57	70	1	37	148	8	7	23	57	59	15	136	31	12	10	61	67	22	6	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	1	0	1	1	0	0	2	0	3	0	0	0	1	0	0	13	2	0	0	0	0	0	0	3	16	0	0	1	4	1	1	0	0	1	0	0	2	0	130	0	0	0	0	1	5	0	0	0	173	0	0	0	0	1	0	0	0	0	8	0	63	13	93	0	0	3	333	1	0	0	0	0	0	0	0	86	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV785	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	2	0	7	24	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	15	0	0	33	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	555	66	16	8	0	0	26	40	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	319	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	53	0	0	0	6	3	5	12	0	0	0	7	0	1	0	0	29	0	0	0	11	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
